PheWAS_ID,broad_catagory,category,phenotype,range_ID,sex,field_code,QC_flag_ID,QC_filter_values,first_last_max_min_value,date_code,age_code,case_code,control_code,exclude_case_control_crossover,included_in_analysis,quant_combination,primary_care_code_list,limits,lower_limit,upper_limit,transformation,analysis,age_col,pheno_group,short_desc,group_narrow,concept_name,concept_description,Notes
P427.2,Phenotype,Phecode,Atrial fibrillation and flutter,R_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atrial fibrillation and flutter (Phecode),Circulatory system,NA,NA,NA
P427.21,Phenotype,Phecode,Atrial fibrillation,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atrial fibrillation (Phecode),Circulatory system,NA,NA,NA
P427.22,Phenotype,Phecode,Atrial flutter,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atrial flutter (Phecode),Circulatory system,NA,NA,NA
P427.3,Phenotype,Phecode,Other specified cardiac dysrhythmias,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other specified cardiac dysrhythmias (Phecode),Circulatory system,NA,NA,NA
P427.4,Phenotype,Phecode,Cardiac arrest and ventricular fibrillation,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac arrest and ventricular fibrillation (Phecode),Circulatory system,NA,NA,NA
P427.41,Phenotype,Phecode,Ventricular fibrillation and flutter,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Ventricular fibrillation and flutter (Phecode),Safety,NA,NA,NA
P427.42,Phenotype,Phecode,Cardiac arrest,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac arrest (Phecode),Circulatory system,NA,NA,NA
P427.5,Phenotype,Phecode,Arrhythmia (cardiac) NOS,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Arrhythmia (cardiac) NOS (Phecode),Circulatory system,NA,NA,NA
P427.6,Phenotype,Phecode,Premature beats,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Premature beats (Phecode),Circulatory system,NA,NA,NA
P427.61,Phenotype,Phecode,Supraventricular premature beats,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Supraventricular premature beats (Phecode),Circulatory system,NA,NA,NA
P427.7,Phenotype,Phecode,Tachycardia NOS,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Tachycardia NOS (Phecode),Circulatory system,NA,NA,NA
P427.8,Phenotype,Phecode,Sinoatrial node dysfunction (Bradycardia),R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Sinoatrial node dysfunction (Bradycardia) (Phecode),Circulatory system,NA,NA,NA
P427.9,Phenotype,Phecode,Palpitations,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Palpitations (Phecode),Circulatory system,NA,NA,NA
P428,Phenotype,Phecode,Congestive heart failure; nonhypertensive,R_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Congestive heart failure; nonhypertensive (Phecode),Circulatory system,NA,NA,NA
P428.1,Phenotype,Phecode,Congestive heart failure (CHF) NOS,R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Congestive heart failure (CHF) NOS (Phecode),Circulatory system,NA,NA,NA
P428.2,Phenotype,Phecode,Heart failure NOS,R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Heart failure NOS (Phecode),Circulatory system,NA,NA,NA
P428.3,Phenotype,Phecode,Heart failure with reduced EF [Systolic or combined heart failure],R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Systolic or combined heart failure (Phecode),Circulatory system,NA,NA,NA
P428.4,Phenotype,Phecode,Heart failure with preserved EF [Diastolic heart failure],R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Diastolic heart failure (Phecode),Circulatory system,NA,NA,NA
P429,Phenotype,Phecode,Ill-defined descriptions and complications of heart disease,R_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Ill-defined complications of heart disease (Phecode),Circulatory system,NA,NA,NA
P429.1,Phenotype,Phecode,Heart transplant/surgery,R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Heart transplant/surgery (Phecode),Circulatory system,NA,NA,NA
P429.2,Phenotype,Phecode,Abnormal function study of cardiovascular system,R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Abnormal function study of cardiovascular system (Phecode),Circulatory system,NA,NA,NA
P429.3,Phenotype,Phecode,Symptoms involving cardiovascular system,R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Symptoms involving cardiovascular system (Phecode),Circulatory system,NA,NA,NA
P429.9,Phenotype,Phecode,"Cardiac complications, not elsewhere classified",R_90,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Cardiac complications, not elsewhere classified (Phecode)",Circulatory system,NA,NA,NA
P430,Phenotype,Phecode,Intracranial hemorrhage,R_91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Intracranial hemorrhage (Phecode),Circulatory system,NA,NA,NA
P430.1,Phenotype,Phecode,Subarachnoid hemorrhage,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Subarachnoid hemorrhage (Phecode),Circulatory system,NA,NA,NA
P430.2,Phenotype,Phecode,Intracerebral hemorrhage,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Intracerebral hemorrhage (Phecode),Circulatory system,NA,NA,NA
P430.3,Phenotype,Phecode,Subdural hemorrhage,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Subdural hemorrhage (Phecode),Circulatory system,NA,NA,NA
P433,Phenotype,Phecode,Cerebrovascular disease,R_91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Cerebrovascular disease (Phecode),Safety,NA,NA,NA
P433.1,Phenotype,Phecode,Occlusion and stenosis of precerebral arteries,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Occlusion and stenosis of precerebral arteries (Phecode),Safety,NA,NA,NA
P433.11,Phenotype,Phecode,"Occlusion of cerebral arteries, with cerebral infarction",R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Occlusion of cerebral arteries (infarction) (Phecode),Safety,NA,NA,NA
P433.12,Phenotype,Phecode,Cerebral atherosclerosis,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cerebral atherosclerosis (Phecode),Circulatory system,NA,NA,NA
P433.2,Phenotype,Phecode,Occlusion of cerebral arteries,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Occlusion of cerebral arteries (Phecode),Circulatory system,NA,NA,NA
P433.21,Phenotype,Phecode,"Cerebral artery occlusion, with cerebral infarction",R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Cerebral artery occlusion + cerebral infarction (Phecode),Safety,NA,NA,NA
P433.3,Phenotype,Phecode,Cerebral ischemia,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Cerebral ischemia (Phecode),Safety,NA,NA,NA
P433.31,Phenotype,Phecode,Transient cerebral ischemia,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Transient cerebral ischemia (Phecode),Safety,NA,NA,NA
P433.32,Phenotype,Phecode,Moyamoya disease,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Moyamoya disease (Phecode),Circulatory system,NA,NA,NA
P433.5,Phenotype,Phecode,Cerebral aneurysm,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cerebral aneurysm (Phecode),Circulatory system,NA,NA,NA
P433.6,Phenotype,Phecode,"Acute, but ill-defined cerebrovascular disease",R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Acute, but ill-defined cerebrovascular disease (Phecode)",Circulatory system,NA,NA,NA
P433.8,Phenotype,Phecode,Late effects of cerebrovascular disease,R_91,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Late effects of cerebrovascular disease (Phecode),Circulatory system,NA,NA,NA
P440,Phenotype,Phecode,Atherosclerosis,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis (Phecode),Circulatory system,NA,NA,NA
P440.1,Phenotype,Phecode,Atherosclerosis of renal artery,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis of renal artery (Phecode),Circulatory system,NA,NA,NA
P440.2,Phenotype,Phecode,Atherosclerosis of the extremities,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis of the extremities (Phecode),Circulatory system,NA,NA,NA
P440.21,Phenotype,Phecode,Atherosclerosis of native arteries of the extremities with ulceration or gangrene,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis of arteries + ulceration/gangrene (Phecode),Circulatory system,NA,NA,NA
P440.22,Phenotype,Phecode,Atherosclerosis of native arteries of the extremities with intermittent claudication,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis + intermittent claudication (Phecode),Circulatory system,NA,NA,NA
P440.9,Phenotype,Phecode,Atherosclerosis of aorta,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atherosclerosis of aorta (Phecode),Circulatory system,NA,NA,NA
P441,Phenotype,Phecode,Vascular insufficiency of intestine,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Vascular insufficiency of intestine (Phecode),Circulatory system,NA,NA,NA
P441.1,Phenotype,Phecode,Acute vascular insufficiency of intestine,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Acute vascular insufficiency of intestine (Phecode),Circulatory system,NA,NA,NA
P441.2,Phenotype,Phecode,Chronic vascular insufficiency of intestine,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Chronic vascular insufficiency of intestine (Phecode),Circulatory system,NA,NA,NA
P442,Phenotype,Phecode,Other aneurysm,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other aneurysm (Phecode),Circulatory system,NA,NA,NA
P442.1,Phenotype,Phecode,Aortic aneurysm,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aortic aneurysm (Phecode),Circulatory system,NA,NA,NA
P442.11,Phenotype,Phecode,Abdominal aortic aneurysm,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Abdominal aortic aneurysm (Phecode),Circulatory system,NA,NA,NA
P442.2,Phenotype,Phecode,Aneurysm of iliac artery,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aneurysm of iliac artery (Phecode),Circulatory system,NA,NA,NA
P442.3,Phenotype,Phecode,Aneurysm of artery of lower extremity,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aneurysm of artery of lower extremity (Phecode),Circulatory system,NA,NA,NA
P442.4,Phenotype,Phecode,Arterial dissection,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Arterial dissection (Phecode),Circulatory system,NA,NA,NA
P442.8,Phenotype,Phecode,Aneurysm of other specified artery,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aneurysm of other specified artery (Phecode),Circulatory system,NA,NA,NA
P443,Phenotype,Phecode,Peripheral vascular disease,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Peripheral vascular disease (Phecode),Circulatory system,NA,NA,NA
P443.1,Phenotype,Phecode,Raynaud's syndrome,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Raynaud's syndrome (Phecode),Circulatory system,NA,NA,NA
P443.7,Phenotype,Phecode,Peripheral angiopathy in diseases classified elsewhere,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Peripheral angiopathy (classified elsewhere) (Phecode),Circulatory system,NA,NA,NA
P443.8,Phenotype,Phecode,Other specified peripheral vascular diseases,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other specified peripheral vascular diseases (Phecode),Circulatory system,NA,NA,NA
P443.9,Phenotype,Phecode,"Peripheral vascular disease, unspecified",R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Peripheral vascular disease, unspecified (Phecode)",Circulatory system,NA,NA,NA
P444,Phenotype,Phecode,Arterial embolism and thrombosis,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Arterial embolism and thrombosis (Phecode),Circulatory system,NA,NA,NA
P444.1,Phenotype,Phecode,Arterial embolism and thrombosis of lower extremity artery,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Arterial embolism/thrombosis of lower artery (Phecode),Circulatory system,NA,NA,NA
P444.2,Phenotype,Phecode,Embolism and thrombosis of abdominal aorta,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Embolism and thrombosis of abdominal aorta (Phecode),Circulatory system,NA,NA,NA
P444.5,Phenotype,Phecode,Atheroembolism,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atheroembolism (Phecode),Circulatory system,NA,NA,NA
P446,Phenotype,Phecode,Polyarteritis nodosa and allied conditions,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Polyarteritis nodosa and allied conditions (Phecode),Circulatory system,NA,NA,NA
P446.1,Phenotype,Phecode,Thromboangiitis obliterans,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Thromboangiitis obliterans (Phecode),Circulatory system,NA,NA,NA
P446.2,Phenotype,Phecode,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Kawasaki disease (Phecode),Circulatory system,NA,NA,NA
P446.3,Phenotype,Phecode,Hypersensitivity angiitis,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypersensitivity angiitis (Phecode),Circulatory system,NA,NA,NA
P446.4,Phenotype,Phecode,Wegener's granulomatosis,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Wegener's granulomatosis (Phecode),Circulatory system,NA,NA,NA
P446.5,Phenotype,Phecode,Giant cell arteritis,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Giant cell arteritis (Phecode),Circulatory system,NA,NA,NA
P446.6,Phenotype,Phecode,Polyarteritis nodosa,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Polyarteritis nodosa (Phecode),Circulatory system,NA,NA,NA
P446.7,Phenotype,Phecode,Takayasu's disease,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Takayasu's disease (Phecode),Circulatory system,NA,NA,NA
P446.8,Phenotype,Phecode,Thrombotic microangiopathy,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Thrombotic microangiopathy (Phecode),Circulatory system,NA,NA,NA
P446.9,Phenotype,Phecode,Arteritis NOS,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Arteritis NOS (Phecode),Circulatory system,NA,NA,NA
P447,Phenotype,Phecode,Other disorders of arteries and arterioles,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other disorders of arteries and arterioles (Phecode),Circulatory system,NA,NA,NA
P447.1,Phenotype,Phecode,Stricture of artery,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Stricture of artery (Phecode),Circulatory system,NA,NA,NA
P447.7,Phenotype,Phecode,Aortic ectasia,R_92,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aortic ectasia (Phecode),Circulatory system,NA,NA,NA
P448,Phenotype,Phecode,Disease of capillaries,R_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Disease of capillaries (Phecode),Circulatory system,NA,NA,NA
P450,Phenotype,Phecode,Noninfectious disorders of lymphatic channels,R_93,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Noninfectious disorders of lymphatic channels (Phecode),Circulatory system,NA,NA,NA
P451,Phenotype,Phecode,Phlebitis and thrombophlebitis,R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Phlebitis and thrombophlebitis (Phecode),Circulatory system,NA,NA,NA
P451.2,Phenotype,Phecode,Phlebitis and thrombophlebitis of lower extremities,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Phlebitis of lower extremities (Phecode),Circulatory system,NA,NA,NA
P452,Phenotype,Phecode,Other venous embolism and thrombosis,R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other venous embolism and thrombosis (Phecode),Circulatory system,NA,NA,NA
P452.1,Phenotype,Phecode,Iatrogenic pulmonary embolism and infarction,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Iatrogenic pulmonary embolism and infarction (Phecode),Circulatory system,NA,NA,NA
P452.2,Phenotype,Phecode,Deep vein thrombosis [DVT],R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Deep vein thrombosis [DVT] (Phecode),Circulatory system,NA,NA,NA
P452.8,Phenotype,Phecode,Postphlebitic syndrome,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Postphlebitic syndrome (Phecode),Circulatory system,NA,NA,NA
P453,Phenotype,Phecode,Chronic venous hypertension,R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Chronic venous hypertension (Phecode),Circulatory system,NA,NA,NA
P454,Phenotype,Phecode,Varicose veins,R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Varicose veins (Phecode),Circulatory system,NA,NA,NA
P454.1,Phenotype,Phecode,Varicose veins of lower extremity,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Varicose veins of lower extremity (Phecode),Circulatory system,NA,NA,NA
P454.11,Phenotype,Phecode,"Varicose veins of lower extremity, symptomtic",R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Varicose veins of lower extremity, symptomtic (Phecode)",Circulatory system,NA,NA,NA
P455,Phenotype,Phecode,Hemorrhoids,R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hemorrhoids (Phecode),Circulatory system,NA,NA,NA
P456,Phenotype,Phecode,Chronic venous insufficiency [CVI],R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Chronic venous insufficiency [CVI] (Phecode),Circulatory system,NA,NA,NA
P457,Phenotype,Phecode,"Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin",R_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Long-term use of anti-coagulants/thrombotics, aspirin (Phecode)",Circulatory system,NA,NA,NA
P457.2,Phenotype,Phecode,Encounter for long-term (current) use of antiplatelets/antithrombotics,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Long-term use of anti-platelets/thrombotics (Phecode),Circulatory system,NA,NA,NA
P457.3,Phenotype,Phecode,Encounter for long-term (current) use of aspirin,R_94,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Encounter for long-term (current) use of aspirin (Phecode),Circulatory system,NA,NA,NA
P458,Phenotype,Phecode,Hypotension,R_95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypotension (Phecode),Circulatory system,NA,NA,NA
P458.1,Phenotype,Phecode,Orthostatic hypotension,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Orthostatic hypotension (Phecode),Circulatory system,NA,NA,NA
P458.2,Phenotype,Phecode,Iatrogenic hypotension,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Iatrogenic hypotension (Phecode),Circulatory system,NA,NA,NA
P458.9,Phenotype,Phecode,Hypotension NOS,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypotension NOS (Phecode),Circulatory system,NA,NA,NA
P459,Phenotype,Phecode,Other disorders of circulatory system,R_95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other disorders of circulatory system (Phecode),Circulatory system,NA,NA,NA
P459.1,Phenotype,Phecode,Hemorrhage NOS,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hemorrhage NOS (Phecode),Circulatory system,NA,NA,NA
P459.7,Phenotype,Phecode,Blood vessel replaced,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Blood vessel replaced (Phecode),Circulatory system,NA,NA,NA
P459.9,Phenotype,Phecode,Circulatory disease NEC,R_95,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Circulatory disease NEC (Phecode),Circulatory system,NA,NA,NA
P464,Phenotype,Phecode,Acute sinusitis,R_96,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Respiratory,Acute sinusitis (Phecode),Respiratory,NA,NA,NA
P465,Phenotype,Phecode,Acute upper respiratory infections of multiple or unspecified sites,R_96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Respiratory,Acute upper respiratory infections multiple sites (Phecode),Respiratory,NA,NA,NA
P465.2,Phenotype,Phecode,Acute pharyngitis,R_96,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Respiratory,Acute pharyngitis (Phecode),Respiratory,NA,NA,NA
P465.4,Phenotype,Phecode,Acute laryngitis and tracheitis,R_96,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Respiratory,Acute laryngitis and tracheitis (Phecode),Respiratory,NA,NA,NA
P470,Phenotype,Phecode,Septal Deviations/Turbinate Hypertrophy,R_97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Respiratory,Septal Deviations/Turbinate Hypertrophy (Phecode),Respiratory,NA,NA,NA
